SensorID,Temp,Salinity,PH,NH4,DO,CA,Timestamp
Sensor-16,22.12,1.37,3.38,85.42,10.56,7.50,2025-06-02 21:50:18
Sensor-17,17.67,1.07,8.75,99.76,14.26,3.73,2025-06-02 14:35:36
Sensor-18,21.25,1.44,6.51,42.97,7.48,12.93,2025-06-03 01:58:29
Sensor-19,12.26,1.00,7.15,56.50,7.20,14.24,2025-06-02 17:39:36
Sensor-20,25.30,0.20,6.81,17.18,7.63,4.97,2025-06-02 18:07:39
Sensor-21,17.38,0.73,8.74,82.16,0.45,4.30,2025-06-02 22:09:01
Sensor-22,27.41,1.36,3.13,68.26,7.24,2.56,2025-06-03 01:44:49
Sensor-23,28.74,0.74,9.18,63.73,3.13,14.48,2025-06-02 18:52:39
Sensor-24,25.06,0.23,6.79,9.26,5.51,8.45,2025-06-02 15:00:04
Sensor-25,29.48,0.30,8.42,10.31,7.78,7.32,2025-06-03 06:59:31
Sensor-26,25.49,0.14,8.24,48.08,5.25,9.08,2025-06-02 13:42:45
Sensor-27,24.31,0.10,7.71,11.21,10.67,6.45,2025-06-03 02:43:55
Sensor-28,20.01,0.16,6.72,42.85,9.40,8.06,2025-06-03 02:47:33
Sensor-29,18.83,0.89,5.81,50.44,6.47,2.64,2025-06-03 09:09:59
Sensor-30,33.73,0.96,9.06,85.69,13.48,9.66,2025-06-03 04:36:06
Sensor-31,39.75,1.26,7.34,50.09,2.38,14.86,2025-06-02 09:37:51
Sensor-32,15.18,0.64,7.78,90.40,2.31,3.82,2025-06-02 14:17:44
Sensor-33,20.22,0.16,6.89,26.54,9.93,7.16,2025-06-03 09:01:37
Sensor-34,28.69,0.29,7.06,16.77,11.63,5.56,2025-06-03 09:02:19
Sensor-35,38.94,1.19,6.68,51.58,14.75,8.37,2025-06-03 07:36:27
Sensor-36,26.05,0.15,7.48,21.41,11.91,9.64,2025-06-02 21:29:21
Sensor-37,20.04,0.10,8.40,47.27,7.37,4.95,2025-06-02 10:18:30
Sensor-38,28.99,1.34,3.77,85.00,4.75,10.36,2025-06-03 07:59:48
Sensor-39,17.24,0.78,5.72,92.99,2.04,0.01,2025-06-02 13:19:36
Sensor-40,29.69,0.04,6.69,48.65,7.94,5.43,2025-06-02 22:03:09
Sensor-41,22.53,0.23,6.95,14.55,10.76,7.53,2025-06-02 19:36:17
Sensor-42,11.60,0.71,8.92,68.13,12.67,6.87,2025-06-02 12:23:56
Sensor-43,17.31,0.66,3.84,95.46,8.98,13.59,2025-06-02 11:43:47
Sensor-44,29.07,0.37,8.02,38.65,7.40,9.86,2025-06-03 06:00:38
Sensor-45,21.20,0.35,7.64,16.38,5.06,8.28,2025-06-02 18:44:31
Sensor-46,23.43,1.57,9.73,99.96,7.83,7.58,2025-06-02 15:01:51
Sensor-47,22.36,0.95,7.24,55.39,1.47,7.74,2025-06-03 08:29:20
Sensor-48,20.78,0.14,6.94,26.44,5.43,8.21,2025-06-03 00:37:41
Sensor-49,34.30,0.41,3.95,93.65,9.90,0.59,2025-06-02 23:48:03
Sensor-50,21.57,0.25,6.78,2.47,6.53,4.99,2025-06-02 13:26:17
Sensor-51,31.13,1.44,6.37,49.30,6.62,1.81,2025-06-02 09:22:37
Sensor-52,29.38,1.46,3.99,55.10,3.90,1.46,2025-06-02 13:22:14
Sensor-53,28.72,0.05,7.28,21.93,8.33,9.93,2025-06-02 15:05:14
Sensor-54,24.68,0.18,7.12,37.34,7.85,6.18,2025-06-02 20:27:57
Sensor-55,12.86,1.39,3.39,86.11,14.66,4.35,2025-06-02 23:08:37
Sensor-56,27.67,1.33,6.01,43.03,12.96,14.51,2025-06-02 23:56:47
Sensor-57,27.55,0.37,6.96,33.07,5.85,9.81,2025-06-03 07:00:28
Sensor-58,29.93,1.10,4.11,97.35,13.19,14.64,2025-06-03 06:21:20
Sensor-59,22.22,1.68,9.19,50.73,0.17,12.11,2025-06-02 18:42:12
Sensor-60,39.22,1.58,6.65,66.41,1.91,9.14,2025-06-02 18:30:57
Sensor-61,26.13,0.12,6.88,13.11,9.47,8.33,2025-06-02 20:14:58
Sensor-62,25.74,0.31,7.67,33.47,9.86,8.71,2025-06-02 20:03:28
Sensor-63,14.03,1.33,9.44,66.00,1.45,11.52,2025-06-02 18:54:30
Sensor-64,15.19,1.14,9.66,74.66,14.33,0.33,2025-06-02 13:37:30
Sensor-65,24.92,0.01,6.82,37.84,10.79,8.33,2025-06-03 01:53:21
Sensor-66,21.78,1.21,7.89,75.16,5.23,1.63,2025-06-03 00:15:19
Sensor-67,13.62,0.91,9.12,74.89,11.54,8.40,2025-06-02 09:52:55
Sensor-68,27.51,1.37,6.27,78.88,4.22,2.79,2025-06-03 03:47:22
Sensor-69,20.30,1.81,4.42,41.41,13.14,3.06,2025-06-03 05:05:07
Sensor-70,21.69,0.19,7.30,4.09,5.30,4.98,2025-06-02 18:48:17
Sensor-71,24.45,0.22,6.93,8.83,9.46,5.97,2025-06-02 19:18:22
Sensor-72,35.91,1.02,3.59,99.81,4.75,5.03,2025-06-02 14:17:24
Sensor-73,29.07,0.45,7.66,39.71,10.79,3.40,2025-06-02 11:02:22
Sensor-74,13.06,1.32,4.16,48.35,7.22,1.53,2025-06-02 14:15:57
Sensor-75,39.72,1.93,6.37,77.56,5.07,2.08,2025-06-02 14:07:57
Sensor-76,29.35,0.04,6.79,36.96,8.17,6.50,2025-06-03 08:08:41
Sensor-77,20.54,0.44,8.14,14.25,7.14,7.05,2025-06-02 21:23:35
Sensor-78,28.75,0.45,7.83,20.24,7.37,6.37,2025-06-02 14:59:19
Sensor-79,15.96,1.84,8.42,74.77,4.04,12.02,2025-06-03 07:20:17
Sensor-80,25.96,0.45,4.55,71.58,2.90,12.51,2025-06-02 13:43:38
Sensor-81,26.92,0.44,7.24,1.25,10.55,4.96,2025-06-03 07:21:53
Sensor-82,23.46,0.49,6.93,21.24,7.08,6.04,2025-06-02 23:21:37
Sensor-83,27.78,0.03,7.43,5.09,7.16,9.98,2025-06-03 05:55:14
Sensor-84,18.88,1.59,5.13,97.20,4.34,4.17,2025-06-02 16:35:35
Sensor-85,23.95,0.15,8.13,45.34,5.31,8.20,2025-06-02 21:11:06
Sensor-86,12.77,1.62,4.93,95.94,6.35,7.13,2025-06-03 04:52:26
Sensor-87,15.66,0.83,7.99,50.85,7.23,11.40,2025-06-02 22:35:35
Sensor-88,26.43,1.89,8.88,88.52,5.42,9.11,2025-06-03 02:09:10
Sensor-89,32.13,1.52,6.70,68.43,2.98,2.59,2025-06-03 07:00:15
Sensor-90,17.88,1.57,3.68,87.63,1.95,12.26,2025-06-02 10:11:40
Sensor-91,24.20,0.46,7.24,11.71,7.94,3.32,2025-06-03 02:47:31
Sensor-92,14.89,1.55,9.78,90.63,7.54,4.16,2025-06-03 03:31:52
Sensor-93,21.02,0.12,7.19,39.35,11.23,4.51,2025-06-02 20:11:15
Sensor-94,26.55,0.30,8.14,35.48,5.39,3.30,2025-06-03 08:51:36
Sensor-95,34.53,0.88,4.59,63.60,1.43,5.17,2025-06-02 21:25:15
Sensor-96,21.92,0.27,6.79,24.62,6.40,3.88,2025-06-02 14:07:16
Sensor-97,28.12,0.45,6.68,34.50,9.54,9.97,2025-06-03 07:44:41
Sensor-98,23.28,0.25,7.89,22.27,7.87,7.63,2025-06-02 18:09:46
Sensor-99,21.09,1.26,3.19,91.23,3.89,0.60,2025-06-03 00:39:45
Sensor-100,20.94,0.09,7.72,36.64,11.30,8.51,2025-06-03 09:05:32
Sensor-1,20.90,1.38,9.75,92.69,11.04,2.14,2025-06-02 12:42:50
Sensor-2,25.84,0.01,6.53,22.75,6.48,7.69,2025-06-02 23:05:01
Sensor-3,28.31,0.28,8.32,23.10,11.32,3.38,2025-06-03 01:36:25
Sensor-4,22.56,0.23,6.51,30.90,5.02,6.37,2025-06-02 22:26:27
Sensor-5,20.89,0.44,7.94,30.50,5.50,5.90,2025-06-02 19:32:41
Sensor-6,14.74,1.93,9.61,53.92,4.74,12.28,2025-06-03 08:04:27
Sensor-7,29.60,0.04,7.92,1.00,8.71,4.81,2025-06-02 18:05:02
Sensor-8,28.38,0.53,9.11,57.71,1.61,1.15,2025-06-02 12:29:26
Sensor-9,32.13,1.98,6.34,65.95,5.68,9.61,2025-06-02 21:25:56
Sensor-10,20.90,0.85,8.02,42.39,14.32,5.96,2025-06-02 13:22:49
Sensor-11,39.31,0.83,7.69,78.92,8.18,5.46,2025-06-02 20:32:15
Sensor-12,15.84,1.21,7.51,85.80,8.50,1.38,2025-06-03 07:12:38
Sensor-13,23.05,0.05,7.45,43.14,5.56,9.57,2025-06-02 22:20:58
Sensor-14,21.20,1.27,5.78,99.95,12.81,12.86,2025-06-03 06:58:18
Sensor-15,34.59,0.60,8.27,77.69,3.38,10.50,2025-06-03 05:44:42
Sensor-16,39.13,1.44,6.46,98.31,12.30,3.03,2025-06-03 02:38:43
Sensor-17,22.24,0.16,7.19,3.88,6.03,8.81,2025-06-03 00:56:53
Sensor-18,27.28,0.48,7.38,2.90,7.97,4.87,2025-06-02 09:56:21
Sensor-19,26.26,0.09,7.97,24.21,5.72,4.65,2025-06-02 21:25:18
Sensor-20,23.18,0.03,8.14,3.18,9.16,3.56,2025-06-02 10:43:51
Sensor-21,24.85,0.15,7.50,27.87,8.91,9.77,2025-06-02 15:17:36
Sensor-22,17.49,1.30,9.55,79.06,14.89,5.44,2025-06-03 04:48:55
Sensor-23,26.07,0.40,8.05,29.94,10.79,7.76,2025-06-02 10:15:09
Sensor-24,16.01,1.90,4.76,74.23,5.05,1.66,2025-06-02 17:41:39
Sensor-25,27.31,0.14,7.20,43.34,10.15,8.09,2025-06-02 17:12:18
Sensor-26,27.38,0.29,7.69,45.75,10.47,4.80,2025-06-02 14:29:11
Sensor-27,24.35,0.12,7.67,7.70,7.01,6.89,2025-06-03 01:24:41
Sensor-28,27.67,0.47,7.55,12.41,10.53,6.44,2025-06-03 03:44:09
Sensor-29,13.08,1.78,7.00,75.02,12.32,9.72,2025-06-02 12:07:02
Sensor-30,38.54,1.75,9.99,89.01,12.67,1.17,2025-06-02 09:24:26
Sensor-31,26.87,0.88,6.75,83.28,8.22,1.05,2025-06-03 04:11:48
Sensor-32,11.77,1.38,4.93,80.36,13.57,9.14,2025-06-02 10:50:04
Sensor-33,23.87,1.76,5.57,77.81,4.91,7.22,2025-06-03 00:03:11
Sensor-34,21.19,0.49,7.23,21.68,5.63,7.38,2025-06-03 08:04:54
Sensor-35,22.20,0.28,6.92,2.03,8.11,6.06,2025-06-02 13:43:58
Sensor-36,23.94,0.44,8.35,46.58,5.86,5.91,2025-06-02 23:33:46
Sensor-37,22.26,0.83,8.64,50.16,11.47,8.72,2025-06-03 07:43:57
Sensor-38,26.47,1.16,3.57,91.46,13.02,5.46,2025-06-03 00:56:30
Sensor-39,28.93,0.22,7.53,27.72,6.16,7.59,2025-06-03 08:47:11
Sensor-40,14.81,1.70,5.95,43.49,8.27,13.41,2025-06-02 18:32:01
Sensor-41,22.29,0.19,8.38,24.48,6.25,5.86,2025-06-02 21:20:39
Sensor-42,28.09,0.58,3.72,48.56,7.38,2.51,2025-06-02 22:10:11
Sensor-43,26.68,0.36,7.93,19.27,10.13,4.37,2025-06-03 06:34:14
Sensor-44,25.51,0.35,6.94,2.42,5.29,9.88,2025-06-02 10:04:15
Sensor-45,20.14,0.17,7.91,35.70,7.87,6.59,2025-06-03 02:30:41
Sensor-46,28.81,0.00,8.25,20.67,9.27,8.48,2025-06-02 14:45:31
Sensor-47,10.99,1.55,4.66,62.22,4.68,14.45,2025-06-02 16:37:15
Sensor-48,27.59,0.08,8.47,14.57,5.11,8.15,2025-06-02 19:25:59
Sensor-49,26.34,0.08,7.14,28.58,10.84,3.12,2025-06-02 17:46:06
Sensor-50,36.51,1.48,6.32,70.60,13.69,7.76,2025-06-02 14:24:49
Sensor-51,25.43,0.49,4.06,64.69,3.49,9.59,2025-06-02 23:02:36
Sensor-52,38.19,0.48,4.03,97.77,11.67,8.46,2025-06-03 05:48:24
Sensor-53,16.98,1.39,6.26,44.98,13.65,0.51,2025-06-02 18:24:23
Sensor-54,25.18,0.12,7.15,44.37,7.59,7.59,2025-06-02 16:18:28
Sensor-55,11.74,1.64,7.83,65.24,0.78,3.29,2025-06-02 21:05:53
Sensor-56,27.28,0.93,3.47,58.27,14.01,9.54,2025-06-02 20:34:37
Sensor-57,31.97,0.87,9.04,72.44,4.10,2.77,2025-06-03 08:18:31
Sensor-58,25.23,0.40,7.09,44.13,11.86,6.27,2025-06-02 21:32:30
Sensor-59,26.17,1.56,5.94,80.31,12.28,1.96,2025-06-03 02:53:01
Sensor-60,28.51,0.29,7.34,41.22,7.76,9.28,2025-06-02 14:07:25
Sensor-61,35.60,1.27,4.95,66.01,13.41,14.59,2025-06-02 23:07:12
Sensor-62,38.16,0.44,6.59,44.88,1.48,7.35,2025-06-03 06:54:27
Sensor-63,35.73,0.74,7.18,85.55,11.35,2.71,2025-06-02 15:08:50
Sensor-64,20.06,0.05,8.13,46.07,8.52,4.00,2025-06-02 23:07:00
Sensor-65,25.03,0.28,8.12,16.41,10.19,8.39,2025-06-02 19:16:13
Sensor-66,27.80,1.48,3.34,54.52,2.00,7.20,2025-06-02 20:52:20
Sensor-67,29.15,0.04,7.03,26.21,11.06,5.25,2025-06-02 19:22:14
Sensor-68,11.92,1.82,8.85,56.52,7.57,0.80,2025-06-03 02:18:25
Sensor-69,12.09,1.95,6.47,43.36,7.29,10.96,2025-06-03 03:31:51
Sensor-70,23.11,0.17,6.52,15.90,10.22,5.08,2025-06-03 03:55:52
Sensor-71,22.61,1.50,9.07,45.81,1.81,2.55,2025-06-03 00:36:16
Sensor-72,24.98,0.34,8.30,9.48,5.52,3.69,2025-06-03 00:14:51
Sensor-73,21.80,0.37,7.69,17.59,11.14,9.64,2025-06-02 11:06:22
Sensor-74,36.77,1.04,7.36,77.07,5.85,13.21,2025-06-02 19:42:52
Sensor-75,15.05,0.58,7.29,42.34,6.52,3.28,2025-06-02 23:45:18
Sensor-76,22.64,0.11,8.10,48.51,6.36,7.04,2025-06-02 18:36:55
Sensor-77,20.01,1.77,7.74,91.05,12.36,14.90,2025-06-03 01:45:46
Sensor-78,23.44,1.38,6.99,50.51,9.73,3.85,2025-06-03 06:01:27
Sensor-79,25.43,0.27,8.09,13.20,9.10,5.11,2025-06-02 19:34:32
Sensor-80,25.62,0.40,7.84,23.74,11.24,9.61,2025-06-03 08:34:33
Sensor-81,16.34,0.92,8.02,83.91,2.15,1.44,2025-06-03 04:06:13
Sensor-82,39.17,1.62,5.59,73.23,5.76,3.02,2025-06-02 10:02:41
Sensor-83,21.99,0.06,7.80,13.76,7.97,7.39,2025-06-03 00:22:05
Sensor-84,22.66,0.31,7.81,43.23,10.35,3.15,2025-06-03 05:06:43
Sensor-85,22.57,0.43,8.13,49.45,9.34,7.71,2025-06-03 06:46:36
Sensor-86,20.40,0.43,6.61,44.00,5.65,9.17,2025-06-03 02:10:40
Sensor-87,26.36,0.10,6.72,44.76,10.20,7.25,2025-06-03 07:36:11
Sensor-88,33.22,1.34,6.61,69.62,0.53,5.48,2025-06-02 17:42:23
Sensor-89,27.06,0.40,7.62,29.40,10.44,6.11,2025-06-03 03:36:29
Sensor-90,29.84,0.45,8.01,43.20,10.75,9.07,2025-06-03 07:00:13
Sensor-91,26.63,0.45,7.47,48.26,10.51,3.20,2025-06-03 06:55:26
Sensor-92,24.78,0.28,7.52,43.70,11.03,6.15,2025-06-03 08:30:21
Sensor-93,10.11,1.07,6.68,64.76,10.82,2.91,2025-06-03 04:03:17
Sensor-94,29.48,0.08,7.45,22.96,8.76,6.56,2025-06-02 12:08:20
Sensor-95,32.34,0.41,4.77,43.57,2.28,0.63,2025-06-03 02:14:22
Sensor-96,17.96,0.71,9.71,76.70,6.14,4.90,2025-06-02 14:29:04
Sensor-97,27.57,0.62,8.33,71.47,0.18,11.51,2025-06-03 08:43:43
Sensor-98,20.79,0.32,6.73,38.22,5.63,5.32,2025-06-02 09:50:30
Sensor-99,11.48,1.24,9.62,86.25,5.66,10.03,2025-06-02 21:19:51
Sensor-100,29.15,0.42,6.70,45.54,7.65,6.74,2025-06-03 05:17:19
Sensor-1,29.25,0.18,6.98,4.34,11.59,9.71,2025-06-03 07:43:50
Sensor-2,30.47,0.90,3.42,64.73,5.42,13.85,2025-06-02 21:17:03
Sensor-3,26.88,0.03,7.87,9.13,8.15,8.48,2025-06-03 08:47:01
Sensor-4,29.01,0.40,8.27,48.96,11.65,8.03,2025-06-02 20:07:15
Sensor-5,23.95,0.41,8.38,45.44,6.10,4.53,2025-06-02 18:47:07
Sensor-6,24.25,0.08,7.57,31.80,5.89,8.24,2025-06-02 19:41:07
Sensor-7,21.49,0.47,7.59,43.85,8.53,4.64,2025-06-03 01:00:43
Sensor-8,27.42,0.07,8.49,46.07,11.64,6.92,2025-06-02 14:07:11
Sensor-9,20.76,1.34,4.84,98.09,5.76,12.86,2025-06-02 20:30:06
Sensor-10,21.27,0.12,7.39,22.02,9.07,7.05,2025-06-03 08:31:23
Sensor-11,13.72,1.59,8.75,48.91,6.74,9.13,2025-06-02 15:30:37
Sensor-12,35.93,0.63,9.27,82.02,0.57,2.01,2025-06-02 17:31:44
Sensor-13,32.00,1.59,8.82,61.74,13.54,14.34,2025-06-02 15:13:08
Sensor-14,24.43,0.05,8.49,47.40,8.92,5.48,2025-06-02 23:52:00
Sensor-15,11.83,1.54,9.10,90.97,14.12,6.07,2025-06-03 01:15:28
Sensor-16,30.73,1.34,3.55,57.72,12.70,12.27,2025-06-02 22:21:08
Sensor-17,22.11,0.41,7.83,14.36,5.12,3.71,2025-06-03 05:53:40
Sensor-18,25.51,0.21,7.05,15.96,10.09,8.96,2025-06-02 14:02:54
Sensor-19,25.59,0.49,4.84,60.34,7.13,6.54,2025-06-02 13:41:35
Sensor-20,28.42,1.39,5.33,71.92,13.77,13.80,2025-06-03 04:26:00
Sensor-21,38.80,1.49,8.80,45.21,13.98,7.38,2025-06-03 01:32:56
Sensor-22,29.98,0.05,6.80,44.96,8.58,7.59,2025-06-02 18:37:29
Sensor-23,29.20,1.04,4.24,66.96,5.47,14.35,2025-06-02 19:11:30
Sensor-24,27.80,0.07,7.91,27.66,10.68,9.73,2025-06-02 23:20:03
Sensor-25,24.82,1.82,4.87,81.16,11.72,8.56,2025-06-02 19:26:17
Sensor-26,19.72,1.92,8.44,82.11,4.99,5.54,2025-06-02 20:16:13
Sensor-27,25.75,0.08,8.20,43.73,6.23,6.49,2025-06-02 12:08:28
Sensor-28,34.28,1.60,9.94,84.07,0.57,11.39,2025-06-03 04:22:12
Sensor-29,22.72,0.09,8.25,8.50,7.56,9.00,2025-06-03 04:52:52
Sensor-30,25.34,0.33,7.22,41.10,9.51,8.19,2025-06-02 12:40:43
Sensor-31,22.20,0.00,6.83,36.28,8.48,8.62,2025-06-03 05:47:12
Sensor-32,36.61,1.12,7.29,61.91,4.68,14.67,2025-06-02 22:14:33
Sensor-33,25.70,0.08,7.11,32.40,11.48,4.49,2025-06-02 19:20:10
Sensor-34,29.23,1.18,5.26,47.99,2.06,0.01,2025-06-02 10:15:17
Sensor-35,28.52,0.11,7.37,32.26,5.15,3.25,2025-06-02 11:15:58
Sensor-36,22.43,0.19,8.02,47.08,8.03,4.08,2025-06-02 12:17:15
Sensor-37,22.19,0.27,7.49,31.06,10.21,9.27,2025-06-02 12:32:17
Sensor-38,25.82,0.19,8.02,42.77,7.98,4.23,2025-06-02 20:53:38
Sensor-39,21.95,0.34,7.89,4.66,11.30,8.04,2025-06-02 18:38:45
Sensor-40,35.72,1.50,9.87,42.72,9.90,1.81,2025-06-02 16:28:00
Sensor-41,21.73,0.05,7.48,36.53,9.07,3.40,2025-06-02 19:59:33
Sensor-42,23.54,0.17,8.47,12.26,9.59,6.71,2025-06-03 00:02:52
Sensor-43,20.84,0.08,8.13,24.70,10.20,8.86,2025-06-03 03:15:01
Sensor-44,30.30,1.14,3.72,91.88,0.20,4.32,2025-06-02 20:33:50
Sensor-45,29.83,0.53,8.94,49.10,9.19,3.03,2025-06-03 04:57:55
Sensor-46,23.27,0.68,8.82,95.38,2.34,9.69,2025-06-02 14:56:12
Sensor-47,15.15,0.80,9.98,53.04,8.28,11.38,2025-06-03 07:36:49
Sensor-48,29.29,1.15,3.53,95.35,12.94,1.65,2025-06-03 01:26:05
Sensor-49,30.81,1.84,4.76,81.36,12.53,7.09,2025-06-02 17:09:41
Sensor-50,36.33,1.57,3.31,43.43,6.85,2.12,2025-06-03 06:39:48
Sensor-51,31.80,0.48,5.60,52.41,10.60,6.35,2025-06-03 00:20:43
Sensor-52,29.12,0.32,6.92,3.90,10.65,4.75,2025-06-02 10:30:36
Sensor-53,11.26,1.88,9.12,96.40,2.05,3.09,2025-06-02 13:45:11
Sensor-54,22.71,0.08,8.08,48.82,10.94,3.84,2025-06-02 12:47:18
Sensor-55,23.78,0.21,6.68,12.43,6.77,9.41,2025-06-02 10:42:07
Sensor-56,35.90,0.46,8.04,83.28,10.64,10.33,2025-06-02 21:18:27
Sensor-57,26.43,1.23,4.62,48.07,7.40,13.98,2025-06-02 14:16:56
Sensor-58,17.42,0.44,3.03,92.13,10.02,0.38,2025-06-03 02:03:35
Sensor-59,12.30,0.72,3.99,86.80,5.32,12.60,2025-06-02 09:44:01
Sensor-60,11.83,0.92,9.91,44.04,8.15,1.71,2025-06-02 10:10:39
Sensor-61,22.60,1.31,5.29,71.18,13.90,8.47,2025-06-02 10:48:18
Sensor-62,22.75,0.12,7.11,40.27,6.11,9.43,2025-06-03 08:54:29
Sensor-63,27.22,0.40,3.20,95.20,0.87,9.69,2025-06-02 11:59:19
Sensor-64,30.57,1.96,8.10,88.93,4.39,10.86,2025-06-02 11:06:04
Sensor-65,23.73,0.39,7.98,28.13,10.20,9.06,2025-06-03 08:58:39
Sensor-66,27.76,0.03,7.97,25.32,5.24,4.72,2025-06-02 16:05:00
Sensor-67,26.76,0.37,8.49,6.82,5.01,4.42,2025-06-02 22:02:22
Sensor-68,10.22,1.85,4.73,96.63,7.27,5.21,2025-06-02 11:00:11
Sensor-69,20.03,0.45,7.99,21.90,9.98,9.57,2025-06-02 16:36:48
Sensor-70,17.16,1.63,8.22,80.01,13.45,12.74,2025-06-02 10:35:16
Sensor-71,25.87,0.25,8.09,33.92,7.46,5.32,2025-06-02 15:06:31
Sensor-72,30.97,1.48,3.55,82.99,0.75,11.02,2025-06-02 15:09:27
Sensor-73,27.98,0.17,7.21,41.29,11.40,3.48,2025-06-02 09:58:19
Sensor-74,29.31,0.20,8.30,6.09,8.14,5.33,2025-06-02 12:14:00
Sensor-75,29.16,0.18,7.45,25.60,10.63,8.72,2025-06-02 22:28:50
Sensor-76,17.99,0.89,7.81,52.94,5.83,6.40,2025-06-02 13:12:09
Sensor-77,22.13,0.19,6.70,35.79,8.10,7.59,2025-06-02 15:25:06
Sensor-78,14.90,1.39,6.62,85.70,0.58,3.57,2025-06-02 20:17:12
Sensor-79,21.37,0.05,6.85,43.19,10.58,7.55,2025-06-03 06:41:13
Sensor-80,28.90,0.08,8.15,40.77,10.54,8.26,2025-06-03 02:44:51
Sensor-81,17.77,0.77,3.37,72.85,9.11,9.17,2025-06-03 01:15:05
Sensor-82,23.07,0.11,7.60,1.16,5.63,8.51,2025-06-03 08:18:22
Sensor-83,14.45,1.03,9.00,53.04,10.52,2.13,2025-06-02 11:35:03
Sensor-84,28.86,0.15,6.54,37.98,10.27,5.33,2025-06-02 21:17:45
Sensor-85,18.07,1.61,4.42,50.64,14.59,14.58,2025-06-02 14:28:28
Sensor-86,29.14,0.42,7.49,13.33,9.46,6.72,2025-06-02 20:26:11
Sensor-87,24.56,0.51,4.44,44.58,2.61,2.01,2025-06-02 12:17:27
Sensor-88,16.98,0.96,7.06,55.80,2.76,7.50,2025-06-02 20:45:53
Sensor-89,20.97,0.37,8.19,48.42,9.85,7.62,2025-06-02 20:03:03
Sensor-90,32.50,1.02,6.26,41.46,1.33,4.25,2025-06-02 15:22:46
Sensor-91,24.13,1.73,4.43,47.99,11.54,1.14,2025-06-03 07:18:07
Sensor-92,22.72,0.37,8.15,45.14,6.49,4.16,2025-06-02 16:34:57
Sensor-93,20.88,1.22,6.41,82.41,3.83,12.96,2025-06-02 15:33:51
Sensor-94,24.64,1.20,6.73,51.71,6.70,3.78,2025-06-02 10:58:23
Sensor-95,35.83,0.49,4.79,50.47,7.97,3.84,2025-06-02 15:01:09
Sensor-96,15.78,1.05,6.63,93.61,1.29,14.58,2025-06-03 05:36:11
Sensor-97,21.16,0.77,8.01,90.38,0.90,13.64,2025-06-02 18:08:39
Sensor-98,10.56,0.81,7.34,57.76,10.53,1.56,2025-06-02 23:30:03
Sensor-99,33.40,0.53,5.90,51.80,6.64,9.15,2025-06-02 13:06:03
Sensor-100,11.76,0.60,9.67,92.12,11.27,9.47,2025-06-03 00:24:10
Sensor-1,29.98,0.20,8.32,14.69,6.27,5.65,2025-06-02 22:39:14
Sensor-2,26.11,0.16,7.34,17.22,9.45,8.36,2025-06-02 14:04:33
Sensor-3,38.56,1.57,7.81,62.94,10.28,1.93,2025-06-03 08:02:44
Sensor-4,26.36,0.08,7.03,46.53,7.65,7.49,2025-06-03 03:23:29
Sensor-5,24.96,0.06,7.02,19.34,9.05,3.64,2025-06-03 00:16:52
Sensor-6,33.89,1.71,5.70,74.79,1.96,1.14,2025-06-03 00:37:04
Sensor-7,29.60,0.78,5.17,92.54,5.10,13.50,2025-06-02 18:09:21
Sensor-8,24.14,0.37,7.24,14.89,9.38,8.58,2025-06-02 15:37:50
Sensor-9,36.84,0.65,8.62,51.99,2.60,4.91,2025-06-03 01:27:37
Sensor-10,21.28,1.55,7.98,84.49,9.85,4.46,2025-06-02 12:19:50
Sensor-11,16.96,0.46,9.14,77.48,9.77,3.98,2025-06-03 05:48:44
Sensor-12,23.87,0.12,7.40,14.68,8.88,8.33,2025-06-02 22:02:19
Sensor-13,36.23,1.71,8.82,51.67,6.99,4.45,2025-06-02 21:32:24
Sensor-14,30.45,1.97,7.55,50.45,3.79,0.62,2025-06-02 10:38:09
Sensor-15,20.79,1.04,7.15,74.45,3.18,8.76,2025-06-03 03:03:10
Sensor-16,22.22,0.36,7.30,5.70,9.85,8.23,2025-06-02 12:10:43
Sensor-17,28.61,0.16,7.76,7.93,5.45,6.44,2025-06-03 03:27:34
Sensor-18,26.40,0.17,7.72,32.13,11.12,8.81,2025-06-02 19:29:07
Sensor-19,29.20,0.44,7.48,44.18,6.68,8.20,2025-06-03 04:15:52
Sensor-20,21.19,0.19,7.62,32.80,5.80,9.44,2025-06-03 08:14:34
Sensor-21,17.97,1.69,8.04,96.80,14.03,11.16,2025-06-02 22:48:21
Sensor-22,16.81,1.31,4.31,50.43,2.17,14.56,2025-06-02 19:35:40
Sensor-23,11.84,0.91,6.36,55.31,11.97,10.43,2025-06-02 09:55:12
Sensor-24,18.75,0.93,3.52,85.69,4.24,12.19,2025-06-03 00:42:46
Sensor-25,24.24,0.40,8.40,16.87,8.40,9.58,2025-06-02 16:32:35
Sensor-26,37.93,0.42,3.28,77.57,10.98,7.77,2025-06-03 08:09:22
Sensor-27,24.37,0.26,8.26,4.52,10.67,3.57,2025-06-03 01:54:40
Sensor-28,21.52,0.50,8.03,38.92,5.30,9.52,2025-06-03 03:35:10
Sensor-29,25.21,0.06,6.81,30.86,11.68,6.59,2025-06-02 15:54:34
Sensor-30,39.88,1.43,9.02,99.23,0.26,5.09,2025-06-03 01:41:30
Sensor-31,25.50,0.47,6.76,17.46,6.19,3.06,2025-06-02 17:59:22
Sensor-32,10.24,1.78,4.40,68.56,10.21,4.11,2025-06-02 22:57:43
